"id","name","geom","nametr"
24,"2 микрорайон","0101000020E61000000D422F92AC4454401107640A31324940","2 mikrorayon"
25,"Финский посёлок","0101000020E61000009F60B5E8D3435240100B1060ECF04840","Finskiy posyolok"
26,"Жайлау","0101000020E610000076FD82DDB0615140A86E2EFEB62B4540","Jaylau"
27,"Пахтакор","0101000020E6100000DAE21A9FC96A514087FA5DD89A2B4540","Pahtakor"
28,"микрорайон Автомобилист","0101000020E61000005A907758F2A7494015EFB6C13F984940","mikrorayon Avtomobilist"
29,"микрорайон СМП","0101000020E61000003A0900E9F6A8494016759C91F7964940","mikrorayon SMP"
30,"Кардон","0101000020E61000002524D236FE9449407DF3D198FFA34940","Kardon"
31,"Қалқаман-2","0101000020E6100000308D15EB0A3453406872D64C639C4540","Kalkaman-2"
32,"Мамыр","0101000020E610000074379902E335534037493D55CF994540","Mamır"
33,"Белая казарма","0101000020E6100000D7F09991E6A84940DFEF6140409F4940","Belaya kazarma"
34,"микрорайон Коминтерн","0101000020E610000095F9A29817AB4940512A86504A974940","mikrorayon Komintern"
35,"Абай","0101000020E610000039CE12094B354C4079C9FFE4EFC14640","Abay"
36,"Тайғыр","0101000020E61000003115D16520A84A4076C6F7C5A5544540","Tayğır"
37,"микрорайон Астана","0101000020E61000007B5BFAE131B849403065E08096A04940","mikrorayon Astana"
38,"микрорайон Жана Орда","0101000020E610000024CF9AC4C5B8494037FB03E5B6A04940","mikrorayon Jana Orda"
39,"5-й микрорайон","0101000020E6100000C39F3C878DB649402B6794D343A04940","5-y mikrorayon"
40,"микрорайон Строитель","0101000020E610000015D4A6A091B54940794CEEC1B59F4940","mikrorayon Stroitelь"
41,"микрорайон Динмухамеда Кунаева","0101000020E6100000E859FF9DA3B8494076487BCDBC9F4940","mikrorayon Dinmuhameda Kunaeva"
42,"микрорайон Женис","0101000020E6100000F8D4FBD703B8494047D4FA11759F4940","mikrorayon Jenis"
43,"4-й микрорайон","0101000020E6100000E5057D8E34B749401E7C17A53A9F4940","4-y mikrorayon"
44,"микрорайон Жулдыз","0101000020E61000001EF175638BBB4940EAED2AFFB5A34940","mikrorayon Juldız"
45,"Солтүстік","0101000020E61000008B00023164084F404F88CAD0C2E14A40","Soltüstіk"
46,"Құрылысшылар","0101000020E61000009399C1CE03064F40C088C78F42E04A40","Kұrılısşılar"
47,"Черёмушки","0101000020E6100000B59D00D41E084F40EEEE01BA2FE14A40","Çeryomuşki"
48,"Студгородок","0101000020E6100000E5C40DAE6F054F40BBBF304F9DDF4A40","Studgorodok"
49,"микрорайон Байтерек","0101000020E610000070123933B0B94940ACCD5A6501A04940","mikrorayon Bayterek"
50,"микрорайон Жаксы аул","0101000020E6100000791EDC9DB5A64940DF162CD505964940","mikrorayon Jaksı aul"
51,"Төлеп","0101000020E61000008D8B59E5F8AF4B407596B43DD57D4540","Tölep"
52,"микрорайон Арман","0101000020E61000008E9DA68581A44940FAEE5696E8954940","mikrorayon Arman"
53,"микрорайон Балауса","0101000020E61000002D6B515557A5494000CBA54CC59A4940","mikrorayon Balausa"
54,"микрорайон Коктем","0101000020E61000001F317A6EA1A4494018B325AB22974940","mikrorayon Koktem"
55,"микрорайон Кен Дала","0101000020E61000007DF5A7435DA34940398BCD7D28974940","mikrorayon Ken Dala"
56,"Қараеспе","0101000020E6100000F58BC866FDC84940364FBF55E8324640","Karaespe"
57,"микрорайон Сары Тау","0101000020E6100000382630421DA24940E1777874C8964940","mikrorayon Sarı Tau"
58,"микрорайон Болашак","0101000020E6100000CAF6C6B546A549408F464FDBD0994940","mikrorayon Bolaşak"
59,"Үміт","0101000020E6100000F496619280A54940C908032A779F4940","Ümіt"
60,"микрорайон Зачаганский","0101000020E6100000D01731A2A3A7494011908A5AF5934940","mikrorayon Zaçaganskiy"
61,"микрорайон Аз аул","0101000020E6100000532DD8FCAEB1494082D2061676A04940","mikrorayon Az aul"
62,"Үлкен Әмір","0101000020E6100000E11170630EC949400237418AF0F44540","Ülken Әmіr"
63,"Кіші Әмір","0101000020E61000002F979EFA51CE49405A773DE2A1F74540","Kіşі Әmіr"
64,"Теректі","0101000020E61000004014CC9882E04B40C90C0A39A5A54640","Terektі"
65,"Алмас","0101000020E6100000F1FB92E8C0355340E9F351465C9A4540","Almas"
66,"Алтын Бесик","0101000020E61000002812A7EE25345340B401D880089E4540","Altın Besik"
67,"Калкаман-1","0101000020E6100000B9E4130DAD3353407FF5B86FB59D4540","Kalkaman-1"
68,"Калкаман-3","0101000020E6100000414AECDADE34534056E185634C9A4540","Kalkaman-3"
69,"мкр.Орынтай","0101000020E61000006E71E888D742534024C3E050AEA74540","mkr.Orıntay"
70,"район ТЭЦ","0101000020E61000002474E15174B6494006419138759C4940","rayon TETs"
71,"Шыбынды","0101000020E61000006EA708CB33B65440EFD7AE1A95D94740","Şıbındı"
72,"Училище","0101000020E6100000081EDFDEB5B65440FF4DDEB6A5E04740","Uçilişçe"
73,"Ұзынбұлақ","0101000020E6100000523F14715FC65440AFEF1EFBB4BE4740","Ұzınbұlak"
74,"Жырғалы","0101000020E6100000A217A4CF7DC154404325091DCFB84740","Jırğalı"
75,"Томар","0101000020E61000002C0DFCA886B25440CEE9680BBED34740","Tomar"
76,"Уан","0101000020E610000023C0E95DBCB35440B7D4415E0F0E4840","Uan"
77,"Қайранбай","0101000020E61000007BB0D69AF7C754406F5C6B949AA84740","Kayranbay"
78,"Қарашеңгел","0101000020E610000052A456F3F7AB5440407E80FFF7044840","KaraşeNggel"
79,"Үмбет","0101000020E61000001AEBD10AC26F5440E95CF69095214840","Ümbet"
80,"Рыбцех","0101000020E6100000747918FFE3A64940EB3A5453929C4940","Rıbtseh"
81,"6а микрорайон","0101000020E61000008D7C5EF1D4A44F4064C10EAD5FCF4640","6a mikrorayon"
82,"7-й микрорайон","0101000020E61000007D3958A42EA54F4089CB9651D1CE4640","7-y mikrorayon"
83,"Қызылағаш","0101000020E6100000CA11D7D6F43049400888EEFE1D0C4940","Kızılağaş"
84,"Шыныбек","0101000020E61000006922C731ED7A494023E3079DC69A4740","Şınıbek"
85,"Қызылсу","0101000020E61000003E2DF5E27ABA4A40B0D870A2A7C84540","Kızılsu"
86,"Ақбөбек","0101000020E61000006C5A290472914A40F038A000E57E4540","Akböbek"
87,"Бастау","0101000020E610000004ADC090D57F4A40498446B071954540","Bastau"
88,"Изумрудное","0101000020E6100000D0871D7C1702524037C64E7809D84840","İzumrudnoe"
89,"Жаманқұдық","0101000020E61000009544F641964D4A40C1A90F24EFA04840","Jamankұdık"
90,"Қырыққұдық","0101000020E610000039B35DA10FF2494099805F2349EC4840","Kırıkkұdık"
91,"Пиунов","0101000020E6100000F7E461A1D64A4940C821872DE21F4940","Piunov"
92,"Қызылжар","0101000020E6100000AFE29EF87BC4494079E349777CD94840","Kızıljar"
93,"Қызылақырап","0101000020E6100000C1B975EDC1AF4940D167F62FFF104940","Kızılakırap"
94,"микрорайон Самал-2","0101000020E61000003E75519907AF49403CA5DEAEF29F4940","mikrorayon Samal-2"
95,"поселок Птицефабрики","0101000020E610000017CF45E80CA649409EDD1099A8944940","poselok Ptitsefabriki"
96,"микрорайон Самал-1","0101000020E610000090EE31A2FEAE494079B4CC7DCD9F4940","mikrorayon Samal-1"
97,"микрорайон Ак жунис","0101000020E6100000453EF90505AE4940FAAAA63517A04940","mikrorayon Ak junis"
98,"микрорайон Аул ученых","0101000020E6100000C9D2E2E71AA74940A5A2B1F677964940","mikrorayon Aul uçenıh"
99,"микрорайон Самал-3","0101000020E6100000E0B1E9526DAD4940213D450E11A14940","mikrorayon Samal-3"
100,"Қарабек","0101000020E61000003E9E4C929DF44940BC29406F85BB4840","Karabek"
101,"Игілік","0101000020E61000005D70613832F64940A91A18D412D54840","İgіlіk"
102,"Самал шағын ауданы","0101000020E6100000280A99D0C9904940D283CCDFCED54540","Samal şağın audanı"
103,"27 шағын аудан","0101000020E610000055A357039494494073AC414E4ED54540","27 şağın audan"
104,"31 шағын аудан","0101000020E6100000384D9F1D7096494090A339B2F2D64540","31 şağın audan"
105,"Шығыс-1 шағын ауданы","0101000020E610000016E2EC31EC9749409171D6F1A9D64540","Şığıs-1 şağın audanı"
106,"29 шағын аудан","0101000020E6100000890CAB782396494089C6246DF4D54540","29 şağın audan"
107,"30 шағын аудан","0101000020E6100000AB4A11CFC8944940A21232EB20D74540","30 şağın audan"
108,"Шығыс-2 шағын ауданы","0101000020E6100000CF108E59F69749403D409C2C5AD74540","Şığıs-2 şağın audanı"
109,"Шыгыс-3 мкр.","0101000020E61000005D78149D1B984940C9D81A5B19D84540","Şıgıs-3 mkr."
110,"14 шағын аудан","0101000020E6100000D878FA5289924940037EE8DDB3D34540","14 şağın audan"
111,"26 шағын аудан","0101000020E610000069C878944A9549404FD834A5ABD44540","26 şağın audan"
112,"5 шағын аудан","0101000020E61000000940924891944940B56BE7A0F0D14540","5 şağın audan"
113,"21 шағын аудан","0101000020E6100000833463D174974940AA51FEA490D24540","21 şağın audan"
114,"31А шағын ауданы","0101000020E6100000EA471EE3E5964940CB87FB2367D74540","31A şağın audanı"
115,"24 шағын аудан","0101000020E610000053758F6CAE9549402FA93528F5D34540","24 şağın audan"
116,"1 шағын аудан","0101000020E6100000F715B545E3964940FFD368CDEAD04540","1 şağın audan"
117,"13 шағын аудан","0101000020E6100000A240440F21924940F817416326D54540","13 şağın audan"
118,"15 шағын аудан","0101000020E6100000B629C35D62914940DC78C1F1C6D44540","15 şağın audan"
119,"19 шағын аудан","0101000020E61000007A01518B1C94494066CC13BEADD64540","19 şağın audan"
120,"28А мкр.","0101000020E61000002E4F8CD1DF9549409CAEDD2C14D54540","28A mkr."
121,"32А шағын ауданы","0101000020E61000005173A895F8954940C665811BCED74540","32A şağın audanı"
122,"3А шағын ауданы","0101000020E610000042E0922DDC974940B3AD0BE47ED14540","3A şağın audanı"
123,"4 шағын аудан","0101000020E6100000488F3A95679549405AAD5D24FED04540","4 şağın audan"
124,"7 мкр.","0101000020E6100000D036ED180D9449401488E82164D24540","7 mkr."
125,"16 мкр.","0101000020E6100000992EC4EA8F934940C0C870E1E5D54540","16 mkr."
126,"28 шағын аудан","0101000020E6100000BB2473D1359549401DD02DCFDED54540","28 şağın audan"
127,"11 шағын аудан","0101000020E6100000553D4FF2D9934940ADF6B0170AD44540","11 şağın audan"
128,"6 шағын аудан","0101000020E6100000FF7167CB5E9549402729554733D24540","6 şağın audan"
129,"2 шағын аудан","0101000020E61000000A97FA1E9A954940E0185D39D6D14540","2 şağın audan"
130,"32 шағын аудан","0101000020E61000001AE5F45036954940E87F5E5DBAD74540","32 şağın audan"
131,"32Б мкр.","0101000020E6100000D9BE36D19D964940E8D8E66B3BD84540","32B mkr."
132,"8 шағын аудан","0101000020E6100000B3785677D19449405DC136E2C9D24540","8 şağın audan"
133,"10 шағын аудан","0101000020E6100000E22B706880944940E921646A5CD34540","10 şağın audan"
134,"17 шағын аудан","0101000020E61000008979FB1818924940FAAAA63517D64540","17 şağın audan"
135,"22 шағын аудан","0101000020E6100000BE405AAD5D964940D41FABA5CAD24540","22 şağın audan"
136,"23 шағын аудан","0101000020E61000002F2988CB3B964940DE77674870D34540","23 şağın audan"
137,"3Б шағын ауданы","0101000020E6100000E695EB6D33974940002E122400D24540","3B şağın audanı"
138,"12 мкр.","0101000020E6100000C4AF58C3459349403C84F1D3B8D44540","12 mkr."
139,"3 шағын аудан","0101000020E6100000B0647DB9059749400D6A64FCA0D14540","3 şağın audan"
140,"9 шағын аудан","0101000020E6100000407969D48D934940B7781D160FD34540","9 şağın audan"
141,"Толқын-2 шағын ауданы","0101000020E6100000C76E55C84B9649409521D8028CD64540","Tolkın-2 şağın audanı"
142,"Теңіз Жағасы шағын ауданы","0101000020E61000001700998C199B49405C7CC0F2D6CF4540","TeNgіz Jağası şağın audanı"
143,"29А шағын ауданы","0101000020E6100000A13E13AB5097494016AD927EB1D54540","29A şağın audanı"
144,"Мангистау-3 мкр.","0101000020E610000075C7629B54A44940E19B018981D74540","Mangistau-3 mkr."
145,"11А шағын ауданы","0101000020E6100000E5F857456E9449409B1837DA16D44540","11A şağın audanı"
146,"12А мкр.","0101000020E61000003FC571E0D593494081690712CAD44540","12A mkr."
147,"4 микрорайон","0101000020E6100000CD66C4BB12834A4092167838CB944940","4 mikrorayon"
148,"5 микрорайон","0101000020E6100000AD24C33B0A844A40F0D302C5D9944940","5 mikrorayon"
149,"Болашақ","0101000020E610000023049ABE8D994C401FCA6141AB214940","Bolaşak"
150,"11-й микрорайон","0101000020E6100000C11C3D7E6F994C40876C205D6C244940","11-y mikrorayon"
151,"Кенжебай","0101000020E61000004A80F51329FA5340670A9DD7D8394940","Kenjebay"
152,"Қаштақ орманшар","0101000020E6100000166FBFD7EB27544058FC4BF7DF324940","Kaştak ormanşar"
153,"Ново-Чайковка","0101000020E61000009B4D918D51E15340056B9C4D471C4940","Novo-Çaykovka"
154,"13 микрорайон","0101000020E6100000C4F473F9C5864A40431779FE59934940","13 mikrorayon"
155,"2-ой микрорайон","0101000020E61000007D94111780824A40D7B09586D0944940","2-oy mikrorayon"
156,"3-ий Микрорайон","0101000020E6100000AB31D75878824A4003F0AA6285944940","3-iy Mikrorayon"
157,"4 микрорайон","0101000020E6100000032269DC40824A40D7BFEB3367944940","4 mikrorayon"
158,"10 микрорайон","0101000020E6100000ECAC7191D6824A405A7E8571DC934940","10 mikrorayon"
159,"12 микрорайон","0101000020E61000007A0E76D4E2854A4093759373BD934940","12 mikrorayon"
160,"11 микрорайон","0101000020E61000002E814A4B9B854A409C20A0B1E5934940","11 mikrorayon"
161,"Байбарақ","0101000020E6100000DF45A9CEB4134A40C9AD49B7258C4840","Baybarak"
162,"Ата-мура","0101000020E6100000D9EBDD1FEFF249403B74D59700904740","Ata-mura"
163,"5-й микрорайон","0101000020E61000000CBDB49723954C40D7193AD109264940","5-y mikrorayon"
164,"8-ші шағын аудан","0101000020E610000052D8A08A76944C403FDA498E85244940","8-şі şağın audan"
165,"5А микрорайон","0101000020E6100000E206D7378B844A409576B4BB51954940","5A mikrorayon"
166,"Құрмаш","0101000020E610000021BD97B157B64A4060C20D9D433F4540","Kұrmaş"
167,"Крепость","0101000020E61000008C9246BBC03D534076EA80DA5EA34540","Krepostь"
168,"Чернышов","0101000020E61000005695229E916B49402CDE23F664264940","Çernışov"
169,"Микрорайон Уркер","0101000020E610000040B0993226D15140913BB6AF4D904940","Mikrorayon Urker"
170,"Қарақоға","0101000020E6100000AB8EC12F9A235240A107889345D24840","Karakoğa"
171,"Зеленые Ключи","0101000020E6100000CBCAE5F596245240CAF9073653BC4840","Zelenıe Klyuçi"
172,"Пруды","0101000020E61000002D44E27904065240F2086EA46CE14840","Prudı"
173,"Бородиновка","0101000020E6100000A2A1DA3BFEFE5140202A8D98D9C94840","Borodinovka"
174,"Песчанский","0101000020E6100000F1321E00CC1153409DC3109436804A40","Pesçanskiy"
175,"Жаңаарна","0101000020E6100000E29B5C4274F1534092EDD7F8A7374840","JaNgaarna"
176,"Баянқар","0101000020E610000002C81A3F1EDA5340AC4324F9005A4840","Bayankar"
177,"Мендеке","0101000020E6100000B1BFEC9E3CE35340ACAD3319E94C4840","Mendeke"
178,"Жидебай","0101000020E6100000E613C31F8FD45340E68A9CCFCA8D4840","Jidebay"
179,"Қизатов ықшамауданы","0101000020E6100000D59C1782F7485140305E98F15B764B40","Kizatov ıkşamaudanı"
180,"микрорайон Бирлик","0101000020E61000003C16DBA4A25B514050278F5D58AA4A40","mikrorayon Birlik"
181,"Жаңа Қайрат","0101000020E610000031BCED9D2C4053403D7C3E6FCFA74540","JaNga Kayrat"
182,"Құрық Стансасы","0101000020E6100000F5E0A41FC3E749400E83F92B649C4540","Kұrık Stansası"
183,"Қызылиін","0101000020E61000005820D50B99C74A4054D44FEE2D784740","Kızıliіn"
184,"Жамансай","0101000020E6100000BEE4DAABEA124A40B6AE87E585384840","Jamansay"
185,"Қусай","0101000020E61000002BF63C2421194A408FD25BF22E3C4840","Kusay"
186,"Есіркеп","0101000020E6100000FA08FCE1E7854940507F07509D954740","Esіrkep"
187,"Ақшелек","0101000020E610000015472FB4845349401FF1D01CFE454940","Akşelek"
188,"Малый Горбунов","0101000020E6100000E67228E89B53494057CD7344BE4A4940","Malıy Gorbunov"
189,"Пашкин","0101000020E61000001798BAD001414940902111644E584940","Paşkin"
190,"Бесоба","0101000020E6100000B45FD2736648494085645CCC2A5E4940","Besoba"
191,"Жагөр","0101000020E61000006096D123A1A84940807797303FC04840","Jagör"
192,"Найза","0101000020E6100000CC272B86ABD249403F4C0C1357C14840","Nayza"
193,"Томарқұдық","0101000020E61000007A34D593F9C149408EE55DF580834840","Tomarkұdık"
194,"Астау","0101000020E61000009A93BCDF0DDA49401940530A15AE4840","Astau"
195,"Майтөбе","0101000020E610000086713788D6B449403BF6FDE5A4804840","Maytöbe"
196,"Большой","0101000020E61000001F9441FF4ED34940C641F80615A94840","Bolьşoy"
197,"Қоскөл","0101000020E61000007D7FDEAF5DC94940A702EE79FEA54840","Kosköl"
198,"Кәріқұдық","0101000020E61000006BE1687D80124A40F7DE84E74A774840","Kәrіkұdık"
199,"Жаңақұдық","0101000020E61000009886E12362144A4082BFA959B1804840","JaNgakұdık"
200,"Социалистік Қазақстан","0101000020E6100000221ADD41EC8A534007EE409DF2824840","Sotsialistіk Kazakstan"
201,"Калгандарья","0101000020E61000001BBAD91F28565040ACE63922DF734640","Kalgandarьya"
202,"микрорайон ГРП","0101000020E61000006A5611C96B7A5440F09D3D3CF0504940","mikrorayon GRP"
203,"Микрорайон 1","0101000020E61000009023E70EAC7B544000CA3A7716504940","Mikrorayon 1"
204,"Микрорайон 3","0101000020E6100000E3D418BECF7B54402A00C63368504940","Mikrorayon 3"
205,"Микрорайон 5","0101000020E610000010B5C8D1F77B544071D8C7540B514940","Mikrorayon 5"
206,"Микрорайон 11","0101000020E6100000A083D327DE7B544042D94A9EA1514940","Mikrorayon 11"
207,"Микрорайон 12","0101000020E6100000F11DEB98A97B5440ECA694D74A524940","Mikrorayon 12"
208,"Теміржолшылар","0101000020E610000040D9942B3C785440864DAE731D504940","Temіrjolşılar"
209,"Аэродромное","0101000020E610000020D84C1913E45440BBAF6FCC57284940","Aerodromnoe"
210,"Ескі Қала","0101000020E6100000D9278062649D4C40D7E143E44F244940","Eskі Kala"
211,"6 микрорайон","0101000020E61000005C77F35487A54F407DD34F9374CF4640","6 mikrorayon"
212,"5 микрорайон","0101000020E61000000C3AC6BA5DA64F40715F62878CCF4640","5 mikrorayon"
213,"Татарка","0101000020E610000003ED0E29863E5340FED9EACD03A34540","Tatarka"
214,"Геологострой","0101000020E6100000AC0C99E1753953403F3A75E5B39B4540","Geologostroy"
215,"Пятилетка","0101000020E6100000DB7FAEC70E3D534062759ABB4CAD4540","Pyatiletka"
216,"Киров","0101000020E6100000946CD0F217365340AE9FFEB3E6A24540","Kirov"
217,"Зерделі","0101000020E61000007D83E5BE8B345340C62EF603C3A34540","Zerdelі"
218,"Елисейские поля","0101000020E61000000FE37F3C853253405FF30588DD9B4540","Eliseyskie polya"
219,"Асыл Арман","0101000020E610000099CAEC3D263053407F445DB57C9D4540","Asıl Arman"
220,"Жетысу","0101000020E6100000F76CC262F9355340D875B9D27C9C4540","Jetısu"
221,"Титаник","0101000020E61000002FBBCC5518385340DABB500A049F4540","Titanik"
222,"ЖК Бухар Тауэр","0101000020E610000038BEF6CC123B5340948B8C69019E4540","JK Buhar Tauer"
223,"Алматы Тауэр","0101000020E6100000AB14F18C6C3D53408984A570F39D4540","Almatı Tauer"
224,"Саялы","0101000020E6100000B4D43032B7355340391499147AA74540","Sayalı"
225,"Шанырак 1","0101000020E6100000B170ED9F02375340F8C0334690A54540","Şanırak 1"
226,"Шанырак 2","0101000020E610000048E00F3F7F365340186C34CA44A64540","Şanırak 2"
227,"Микрорайоны","0101000020E61000000294D0A79F435340F8BDF2C583ED4540","Mikrorayonı"
228,"Мкр. 1","0101000020E6100000E7D319CE6B16514071653F4118E94940","Mkr. 1"
229,"58-ой Квартал","0101000020E61000008E35C8C9E92E53409368137184B44540","58-oy Kvartal"
230,"Жазира","0101000020E61000003387495DD7355340A35126DAFA994540","Jazira"
231,"Тараз","0101000020E6100000912749D74C685140D7D8CAF0442C4540","Taraz"
232,"Сайрам","0101000020E61000003392F3B4B2685140986FD811E22B4540","Sayram"
233,"Батыс","0101000020E6100000F6E34059C2135340107E3DBA6CCD4540","Batıs"
234,"Арай","0101000020E6100000A633E664983153402F9D7BB4DDA14540","Aray"
235,"Ботагөз","0101000020E6100000138BCEE8FD604A4060EEEE5C73954540","Botagöz"
236,"Ащықұдық","0101000020E6100000779494055DA149404B72C0AE26DB4840","Aşçıkұdık"
237,"Жайлыбай","0101000020E61000001B1E0C86847249401C6ED113E0EC4840","Jaylıbay"
238,"Бақшақұдық","0101000020E6100000E0CF3AF427AC4940D15966118ACF4840","Bakşakұdık"
239,"Қосқұдық","0101000020E6100000FEF96CD38E6549401DB51DAE30534940","Koskұdık"
240,"Стольников","0101000020E61000004D7B945BA45E494091291F82AA554940","Stolьnikov"
241,"Карпов","0101000020E61000004617E5E3245649408B24308CAA504940","Karpov"
242,"Азовское","0101000020E610000028C6E86FF8414940F4401A040C424940","Azovskoe"
243,"Недопекин","0101000020E6100000C5AE48A70953494080E0E0C105424940","Nedopekin"
244,"Нагибин","0101000020E610000087CA1A50CA5349406F1283C0CA4C4940","Nagibin"
245,"Комсомольск","0101000020E61000000FAECACF57464940EAA39DE4584D4940","Komsomolьsk"
246,"Алабайтал","0101000020E6100000CA64822BEA39494031A64F615B504940","Alabaytal"
247,"Чукалин","0101000020E61000005131CEDF844549404C15319177664940","Çukalin"
248,"Круглый","0101000020E61000009988128832EF4940CA0688388CA34840","Kruglıy"
249,"Мантық","0101000020E610000098FCAAB761CC494000FB8D1B23B74840","Mantık"
250,"Лиман 49","0101000020E6100000030BBB8333D449404DC6E70423984840","Liman 49"
251,"Қарамола","0101000020E6100000AB4E18DEF6F249403ECE3461FBA44840","Karamola"
252,"Жыра","0101000020E6100000EC40E77F03F94940DE43786AE4AB4840","Jıra"
253,"Железнов","0101000020E61000002B6FA2F19F724940187C9A9317294940","Jeleznov"
254,"Тасқұдық","0101000020E61000000B17A87B53804940073B6AF1CE254940","Taskұdık"
255,"Песчанный","0101000020E6100000D093D7EF2E8B4940B83EAC376A224940","Pesçannıy"
256,"Песок","0101000020E610000091DCF52DCE804940F6A397079F2B4940","Pesok"
257,"Майтөбе","0101000020E610000064C3E457BD854940AFC67EBB912F4940","Maytöbe"
258,"Иванаев","0101000020E6100000D834A5AB2A6A49409DF0B7E2872A4940","İvanaev"
259,"Әбілсай","0101000020E61000000356B3733F6F49403470F6BD3C1D4940","Әbіlsay"
260,"Жақаш","0101000020E6100000713381C75CC14940294822EAF4024940","Jakaş"
261,"Түлепкүл","0101000020E61000001C9CE337E0CD49403F9C76E73FE84840","Tülepkül"
262,"Тама","0101000020E61000001E9F35E444CC494096C50E74FEEC4840","Tama"
263,"Боранбай","0101000020E6100000F2C28CDFCAD1494008FA55CA7CF44840","Boranbay"
264,"Ақжайық","0101000020E61000008ED9A38169824940C8505FE0033B4940","Akjayık"
265,"Ақжайық","0101000020E61000008BEC399FF0EB4940DFC0898D1E774840","Akjayık"
266,"Сәнияахмет","0101000020E610000043F2DFCD641C4A400F56AD96858B4840","Sәniyaahmet"
267,"Қалдыбай","0101000020E61000002AECFDA1F4214A406E6E4C4F58814840","Kaldıbay"
268,"Ақмешіт","0101000020E6100000022E235058F2494046F6F708EB784840","Akmeşіt"
269,"Елтай","0101000020E6100000A3699AC129FA4940594634CBAFA24840","Eltay"
270,"Сексен","0101000020E610000074DF20109EFB49405187156EF9974840","Seksen"
271,"Сексен","0101000020E61000009537763F5DFD494074AECD6B91944840","Seksen"
272,"Сүйіндік","0101000020E6100000876EF607CAC849408C01C8BF857F4840","Süyіndіk"
273,"Шәуеш 2","0101000020E610000083082758D2CA49405624CBEE6E724840","Şәueş 2"
274,"Махат","0101000020E6100000710AE18739D94940937D46D8A6874840","Mahat"
275,"Қырмызы","0101000020E6100000B9686DBF21D74940504E59F21D7F4840","Kırmızı"
276,"Талдықұдық","0101000020E61000007D0B46802EBF494078B3AB3539744840","Taldıkұdık"
277,"Сиырқумақ","0101000020E6100000D3E98A636ED7494084262E6C72684840","Siırkumak"
278,"Сиырқумақ","0101000020E61000005326906D74D64940CB225EE85B674840","Siırkumak"
279,"Ащышеген 2","0101000020E61000004A743BA011CB4940C09D9F3DF2794840","Aşçışegen 2"
280,"Аврам","0101000020E6100000B8EA3A5453C64940898DC3AA8B824840","Avram"
281,"Сүндет","0101000020E6100000E311818F66EF49401D5A643BDF544840","Sündet"
282,"Мәмбетәлі","0101000020E6100000168497851B084A4058699C97D44D4840","Mәmbetәlі"
283,"Тойнаш","0101000020E61000003FB21424110B4A4042864490396C4840","Toynaş"
284,"Жыра","0101000020E6100000C922A87576F249404001CA9530694840","Jıra"
285,"Шығанақ","0101000020E61000003253FFC5D8A14940DB98E83DDF054940","Şığanak"
286,"Саралжын","0101000020E61000000B53A5773B8D4940C6D9194BFDF94840","Saraljın"
287,"Ащықұдық","0101000020E6100000C0D07EFF4195494040C23060C9FF4840","Aşçıkұdık"
288,"Қарамектеп","0101000020E6100000068AB37D23CC4940E28C06955D144940","Karamektep"
289,"Ақтөбе","0101000020E6100000B5D48BEB29A3494017331D95F61A4940","Aktöbe"
290,"Жанияр","0101000020E6100000A6762BF0BAC249403E46D49F58114940","Janiyar"
