"id","name","geom","nametr"
28,"Мұздыбай","0101000020E6100000E69BC827BF275440FBBD5EAB4E2F4940","Mұzdıbay"
29,"Гранитное","0101000020E6100000D9507B5B7A1E54407DD756A2A22C4940","Granitnoe"
30,"Стеклянка","0101000020E6100000745DF8C1F9FB53402F6EA301BC3F4940","Steklyanka"
31,"Жыланды","0101000020E61000004D96A47CD2F75340A667D54224534940","Jılandı"
32,"Шелехово","0101000020E61000000E4B033FAA1F54408672A25D85664940","Şelehovo"
33,"Ауыл станциясы","0101000020E6100000887082258D4254401DB00683C6864940","Auıl stantsiyası"
34,"Половинка","0101000020E6100000DB125E279A2954403E80FBF0E2314940","Polovinka"
35,"Северное","0101000020E610000086AB0320EEC85440A7E67283A1E84840","Severnoe"
36,"Аршаты","0101000020E6100000740987DEE2A35540BFD7101C97A54840","Arşatı"
37,"Кіші Нарым","0101000020E61000005EE68585A42F55408FC6A17E17A14840","Kіşі Narım"
38,"Изатулла","0101000020E6100000F8DEDFA0BD0554400D33349E085E4940","İzatulla"
39,"имени Фрунзе","0101000020E61000005D6BEF5355555340CDCCCCCCCC2C4740","imeni Frunze"
40,"Красный октябрь","0101000020E6100000D6C743DFDD4D5340DFC2BAF1EE2E4740","Krasnıy oktyabrь"
41,"Ащису","0101000020E61000002BB121EEA046534059A7CAF78C384740","Aşçisu"
42,"Жанаандырыс","0101000020E61000003C2EAA4544545340DFC2BAF1EE2E4740","Janaandırıs"
43,"Ақжар","0101000020E6100000994A3FE1EC4B534051853FC39B014740","Akjar"
44,"Қожбан","0101000020E61000009D685721E57B5340D84812842BA24640","Kojban"
45,"Жаңаталап","0101000020E610000011902FA1827B534045A165DD3F9C4640","JaNgatalap"
46,"Каратал","0101000020E6100000A39410ACAA7A5340BBD6DEA7AAAA4640","Karatal"
47,"Кайракты","0101000020E61000002A38BC20228253403333333333B34640","Kayraktı"
48,"Майлыбай","0101000020E61000001EA9BEF38B5D53405AD76839D0D14640","Maylıbay"
49,"Кольтабан","0101000020E61000007061DD7877A75340CDCCCCCCCCAC4640","Kolьtaban"
50,"Акешки","0101000020E6100000C173EFE192AC534099654F029B9B4640","Akeşki"
51,"Тлес","0101000020E61000005D6BEF53558553400000000000A04640","Tles"
52,"Новый путь","0101000020E61000007061DD78778753400000000000A04640","Novıy putь"
53,"Новый Мир","0101000020E6100000AB2924F40E865340FC22FCE659A94640","Novıy Mir"
54,"Третий Интернационал","0101000020E61000005D6BEF535585534012F6ED2422A24640","Tretiy İnternatsional"
55,"Молалы","0101000020E610000031ADF2A9089453404D874ECFBBB94640","Molalı"
56,"Караколь","0101000020E6100000D6C743DFDD6D5340BBD6DEA7AA2A4740","Karakolь"
57,"Мұқан Төлебаев ауылы","0101000020E610000087DF4DB7EC94534004C5347804254740","Mұkan Tölebaev auılı"
58,"Карашиган","0101000020E6100000191F662F5B9D534066834C3272294740","Karaşigan"
59,"Көпбірлік","0101000020E6100000ACAA97DF69525340245F09A4C4384740","Köpbіrlіk"
60,"зимовник Кудаименды","0101000020E61000003C2EAA45444453406666666666A64740","zimovnik Kudaimendı"
61,"Даратаб","0101000020E61000009A9999999949534012F6ED2422224840","Daratab"
62,"Жорга","0101000020E61000003470F6BDBC4F53407446EFAF79214840","Jorga"
63,"Енбек","0101000020E6100000F70489EDEE4E53403333333333734840","Enbek"
64,"Коныз","0101000020E6100000A39410ACAA3A5340AC8F87BEBB7B4840","Konız"
65,"Аркарлы","0101000020E61000003C2EAA45446453400000000000004840","Arkarlı"
66,"Нуралы","0101000020E61000000B9D3292987B5340132A38BC20284840","Nuralı"
67,"Қосағаш","0101000020E6100000A5A14621C9A65340E67805A227014840","Kosağaş"
68,"Бак-болат","0101000020E6100000CDCCCCCCCC7C5340213D450E11714840","Bak-bolat"
69,"Кенжебай","0101000020E6100000CDCCCCCCCC6C5340EE0912DBDD7D4840","Kenjebay"
70,"Кызылкаин","0101000020E6100000CDCCCCCCCC6C5340795C548B88884840","Kızılkain"
71,"Акшокы","0101000020E61000000000000000705340795C548B88884840","Akşokı"
72,"Танат","0101000020E6100000D6C743DFDD6D5340EA5A7B9FAA8A4840","Tanat"
73,"Баханас","0101000020E6100000D6C743DFDD9D5340EE0912DBDD5D4840","Bahanas"
74,"Шаган","0101000020E610000066666666669653406666666666864840","Şagan"
75,"Абыз","0101000020E6100000C367EBE0601C53407F8461C092B94840","Abız"
76,"Бастал","0101000020E61000009031772D2123534003DE1335E2E64840","Bastal"
77,"Осибай","0101000020E6100000DDDE24BCF32753403214C149E4F04840","Osibay"
78,"Шабас","0101000020E6100000D6C743DFDD4D53404529215855B54840","Şabas"
79,"Алгабас","0101000020E6100000F9122A383C3B5340FB2C85F6A0ED4840","Algabas"
80,"Актасты","0101000020E6100000349E08E23C2A53409A5FCD0182134940","Aktastı"
81,"Айнабулак","0101000020E61000007FA2B2614D405340D427B9C326F64840","Aynabulak"
82,"Мыржык","0101000020E61000005835ADB9C85253409A1B1DA1B0074940","Mırjık"
83,"Коянды","0101000020E6100000E659492BBE4E5340C7AAF70AC1074940","Koyandı"
84,"Айрык","0101000020E61000002B14E97E4E345340109370218F3C4940","Ayrık"
85,"Алтай","0101000020E61000002A38BC20227253400000000000C04840","Altay"
86,"Жанабай","0101000020E61000007061DD78777753403333333333B34840","Janabay"
87,"Акпар","0101000020E610000066666666665653405470784144E44840","Akpar"
88,"Дегелен","0101000020E6100000F70489EDEE7E53406666666666E64840","Degelen"
89,"Узынбулак","0101000020E610000066666666668653405470784144E44840","Uzınbulak"
90,"Енбектес","0101000020E6100000A39410ACAAAA53400000000000E04840","Enbektes"
91,"Кыркым","0101000020E61000006666666666865340CDCCCCCCCCEC4840","Kırkım"
92,"Медный рудник","0101000020E610000005A4FD0F30A5534039DACC7C62524940","Mednıy rudnik"
93,"Кызылкудук","0101000020E61000001A9826B6CC7C5340F185240E34444940","Kızılkuduk"
94,"Тайлан","0101000020E6100000333333333393534087A3AB7477F74840","Taylan"
95,"Коныстан","0101000020E6100000D6C743DFDD5D53400000000000004940","Konıstan"
96,"Жана Акшиман","0101000020E6100000DF910C946F2F534038BF61A241654940","Jana Akşiman"
97,"Ушман-чинарду","0101000020E610000002902452E44E53409A2E7A5D75CB4940","Uşman-çinardu"
98,"Сулейменов","0101000020E6100000530A1577174F534060394206F2C34940","Suleymenov"
99,"ферма 4 Ермаковский","0101000020E61000008D5253DC023353407D303A6A96E34940","ferma 4 Ermakovskiy"
100,"Құркөл","0101000020E6100000D7B1005CFF4A53408A7615527EEB4940","Kұrköl"
101,"Строитель","0101000020E610000018F3CEFC45425340C22852ABF9F14940","Stroitelь"
102,"Көктерек","0101000020E61000001363997E89465340AC095861E9EF4940","Kökterek"
103,"Корлыбай","0101000020E61000009487855A5367534006088B2F7FA44940","Korlıbay"
104,"Спутник","0101000020E6100000E744717D8E8253402E484442A5904940","Sputnik"
105,"Кызылоктябрь","0101000020E61000006FF4311F10705340452BF702B3A84940","Kızıloktyabrь"
106,"Казахстан","0101000020E610000000000000007053406666666666A64940","Kazahstan"
107,"Грачи","0101000020E6100000D248957288A8534093C49272F75F4940","Graçi"
108,"Хасен Сейітқазин ауылы","0101000020E610000023C21AC20C8453409968EB3B1A8D4940","Hasen Seyіtkazin auılı"
109,"Мукатай","0101000020E610000055E12AAA59AE53402584FD8D2C784940","Mukatay"
110,"Алтыбай","0101000020E610000098F1006006A35340CD06F41D57754940","Altıbay"
111,"Кривинка","0101000020E6100000292A768FC78A5340991249F432904940","Krivinka"
112,"Актайлак","0101000020E6100000CDCCCCCCCC8C53405470784144844940","Aktaylak"
113,"Кызылагаш","0101000020E6100000C4D155BABB8B53409A99999999994940","Kızılagaş"
114,"Ибрай","0101000020E6100000E1DFB1E952A9534033E59E09A8924940","İbray"
115,"Миялы 1","0101000020E6100000DE3D40F7E59C53403A13E4B1B0904940","Miyalı 1"
116,"Тонтыбай","0101000020E61000009061BAB571AF53403D49152065854940","Tontıbay"
117,"Бескарагай","0101000020E61000001D250A88A4795340BDC62E51BDAF4940","Beskaragay"
118,"Шынырау","0101000020E6100000402663C625555340DFDA2ED91DB44940","Şınırau"
119,"Дюзкарагай","0101000020E6100000D4DE967E789053409BC530CCAEB54940","Dyuzkaragay"
120,"Кызылтуз","0101000020E6100000D6C743DFDD8D53404529215855D54940","Kızıltuz"
121,"Саскудук","0101000020E61000003C2EAA4544845340795C548B88C84940","Saskuduk"
122,"Керей","0101000020E61000000FB0FB332897534072B0EDA309C24940","Kerey"
123,"Ширау","0101000020E6100000C4D155BABBAB534087A3AB7477B74940","Şirau"
124,"Казы","0101000020E6100000AB92C83EC8845340C1374D9F1DDE4940","Kazı"
125,"Жаңаауыл","0101000020E61000000A7778190F1E5340D993C0E61C5B4A40","JaNgaauıl"
126,"Қараоба","0101000020E61000009ABA8674531F534099863CDDD4574A40","Karaoba"
127,"Сарышығанақ","0101000020E6100000DB2AD20E49255340B49DA51AAC474A40","Sarışığanak"
128,"Ребровка","0101000020E6100000DFC14F1C402D5340D252793BC2324A40","Rebrovka"
129,"Набережное","0101000020E6100000EB573A1F9E2D534096EA025E66564A40","Naberejnoe"
130,"Сычёвка","0101000020E610000063111EC855305340700DC74ED34B4A40","Sıçyovka"
131,"Коряковка","0101000020E6100000A795422097495340F8FC304278344A40","Koryakovka"
132,"Заңғар","0101000020E6100000000341800C4C53403108AC1C5A3E4A40","ZaNgğar"
133,"Луганск","0101000020E6100000D6F8F13C5D5553407AEC1D24FA514A40","Lugansk"
134,"Аккудык","0101000020E6100000A05C099398415340D7F26F3C44534A40","Akkudık"
135,"Караголь","0101000020E6100000FF0582001926534081423D7D046C4A40","Karagolь"
136,"Пресное","0101000020E610000038A0A52BD8225340317E1AF7E66D4A40","Presnoe"
137,"Исантерек","0101000020E610000092C4DCFF111A53402347DF49B0624A40","İsanterek"
138,"Кызылтан","0101000020E6100000F39771AEBC205340F590DF9167754A40","Kızıltan"
139,"Байконыс","0101000020E6100000C07B478D091B53409949D40B3E7A4A40","Baykonıs"
140,"Байсмак","0101000020E61000007061DD78771B5340B1FCF9B660934A40","Baysmak"
141,"Алтай","0101000020E61000002D0B26FE282053402D08E57D1C9F4A40","Altay"
142,"Светличное","0101000020E6100000950ED6FF392153406CD097DEFEB04A40","Svetliçnoe"
143,"Тимофеевка","0101000020E61000009529E620E8205340AC8F87BEBBAB4A40","Timofeevka"
144,"Карашилик","0101000020E6100000ABB35A608F3A53409432A9A10D6C4A40","Karaşilik"
145,"Достык","0101000020E610000091346E20932953401FBF12A342644A40","Dostık"
146,"Чернорецк","0101000020E61000009C89E942AC2953403D00F3DAB65F4A40","Çernoretsk"
147,"Тлеубай","0101000020E6100000809C3061342A5340ED48F59D5F844A40","Tleubay"
148,"Константиновка","0101000020E61000003E0455A3574E5340C0DCDDB9E6644A40","Konstantinovka"
149,"Равнополь","0101000020E6100000DDC545FF955053402E86BC2F78644A40","Ravnopolь"
150,"Ольховка","0101000020E61000008E75711B0D47534063D520CCED7A4A40","Olьhovka"
151,"Травянка","0101000020E6100000729648580A525340909F8D5C377F4A40","Travyanka"
152,"Фрументьевка","0101000020E6100000AD8905BEA22D534096E7C1DD59A14A40","Frumentьevka"
153,"Аққайың","0101000020E6100000661C7E9296355340DE70C4FFC2B74A40","AkkayıNg"
154,"Жаксень","0101000020E6100000EA93DC6113335340E9995E622CB14A40","Jaksenь"
155,"Маймасор","0101000020E6100000166C239EEC3C5340D6A9F23D23A94A40","Maymasor"
156,"Әулиеағаш","0101000020E61000002C0E677E352D5340C040102043AD4A40","Әulieağaş"
157,"Жайлауагаш","0101000020E610000024F25D4A5D465340CF84268925B74A40","Jaylauagaş"
158,"Демьяновка","0101000020E6100000B68883DFE15B53400C699E6D7F154A40","Demьyanovka"
159,"Маралды","0101000020E6100000EA605859366653409C0D43F5201E4A40","Maraldı"
160,"Сахновка","0101000020E610000044E048A0C17F534052616C21C8214A40","Sahnovka"
161,"Даниловка","0101000020E61000004E0AF31E675C5340E57B462234424A40","Danilovka"
162,"Максимовка","0101000020E6100000B198220AF7655340836E8A22FF3F4A40","Maksimovka"
163,"Розовка","0101000020E6100000FC49C67B9F5B53409D79DE324C4E4A40","Rozovka"
164,"Кольбулак","0101000020E61000005B5EB9DE3672534007D0EFFB37314A40","Kolьbulak"
165,"Маралды","0101000020E6100000A5822FF1EC705340F254D16927364A40","Maraldı"
166,"Орловка","0101000020E61000002A38BC2022825340795C548B88484A40","Orlovka"
167,"Марьяновка","0101000020E610000029D027F2A48F5340F05F6A95AA144A40","Marьyanovka"
168,"Арбигень","0101000020E6100000A10D654DD1A253408B38F81D1E0A4A40","Arbigenь"
169,"Кулат","0101000020E6100000D67FE728D198534036CAFACDC4274A40","Kulat"
170,"Коскудук","0101000020E6100000DDAA35DE67855340EE17FDB2C52F4A40","Koskuduk"
171,"Ириновка","0101000020E6100000639EF06D55975340BC62A131EE324A40","İrinovka"
172,"Назаровка","0101000020E6100000F37519FED39653400E2DB29DEF434A40","Nazarovka"
173,"Аникино","0101000020E61000003748D27FA08D5340552BB8C436544A40","Anikino"
174,"Богодаровка","0101000020E610000049298D3DA08D534065B1A8E38C4E4A40","Bogodarovka"
175,"Николаевка","0101000020E6100000C022BF7E88A85340581F0F7D77374A40","Nikolaevka"
176,"Алексеевка","0101000020E61000000000000000A053405470784144444A40","Alekseevka"
177,"Коныр Озек","0101000020E6100000726C3D43B876534031E47DC113744A40","Konır Ozek"
178,"Образцовка","0101000020E6100000CD76853E58675340DECA129D65724A40","Obraztsovka"
179,"Заборовка","0101000020E6100000B01D8CD8A780534041D47D00526D4A40","Zaborovka"
180,"Екатеринославка","0101000020E6100000C62EF6034376534035464662DD9D4A40","Ekaterinoslavka"
181,"Домнинское","0101000020E61000008FA67A327F835340BEFA78E8BB694A40","Domninskoe"
182,"Софиевка","0101000020E6100000846ADECCC38353405308E412476D4A40","Sofievka"
183,"Сретенка","0101000020E610000054D44FEE2D8A53409F55664AEB654A40","Sretenka"
184,"Жанатан","0101000020E6100000B3B112F3AC1C53405D8C81751CCF4A40","Janatan"
185,"Жолтаптык","0101000020E610000096ED43DE7227534041800C1D3BDC4A40","Joltaptık"
186,"Мынкуль","0101000020E610000040DD408177275340EB54F99E91E04A40","Mınkulь"
187,"Конторка","0101000020E61000002B508BC1C31C5340581CCEFC6ABA4A40","Kontorka"
188,"Петропавловка","0101000020E61000003904334BA724534031395A7AD9FA4A40","Petropavlovka"
189,"Қоржынкөл","0101000020E6100000D5B2B5BE483C534098DEFE5C34C24A40","Korjınköl"
190,"Пахомовка","0101000020E610000096ED43DE723353406A183E22A6C64A40","Pahomovka"
191,"Красновка","0101000020E6100000AEAC7EB69F3C53408D7A884677DE4A40","Krasnovka"
192,"Тегистик","0101000020E6100000000000000040534098DBBDDC27CD4A40","Tegistik"
193,"Жанакурлыс","0101000020E6100000C0971D3D59485340FB12E0AAA1C64A40","Janakurlıs"
194,"Малые Березняки","0101000020E61000006490604F604D5340984638D2BEBF4A40","Malıe Bereznyaki"
195,"Покровка","0101000020E6100000EC4B361E6C495340BD8BF7E3F6CF4A40","Pokrovka"
196,"Благодатное","0101000020E610000096ED43DE722B5340A9DA6E826FEE4A40","Blagodatnoe"
197,"Майлы","0101000020E61000002A53CC41D025534040C23060C91F4B40","Maylı"
198,"Новая деревня","0101000020E6100000E7E44526E02F53407DCC07043A2D4B40","Novaya derevnya"
199,"Жамбыл","0101000020E6100000BDAC89053E3053406222EF6657274B40","Jambıl"
200,"Богатырь","0101000020E610000001F73C7FDA645340D3F71A82E3B84A40","Bogatırь"
201,"Артель восток","0101000020E61000003333333333C353409A99999999994640","Artelь vostok"
202,"Актума","0101000020E61000005470784144C453406BD3D85E0BA64640","Aktuma"
203,"Кызылтан","0101000020E6100000C4D155BABBCB534087A3AB7477D74640","Kızıltan"
204,"Кызылту","0101000020E61000009F1D705DB1C953408AD063EF20C94640","Kızıltu"
205,"Сағабүйен","0101000020E61000007A6CCB80B3CE5340817B9E3F6DB44640","Sağabüyen"
206,"Каракемер","0101000020E6100000658632F98BD85340F0D9DF7E65B74640","Karakemer"
207,"Оним","0101000020E6100000A3957B8159D95340FAB48AFED0CA4640","Onim"
208,"Ащыбулак","0101000020E6100000A3923A014DE15340E71BD13DEBA04640","Aşçıbulak"
209,"Актобе","0101000020E6100000A39410ACAAEA5340EE0912DBDD9D4640","Aktobe"
210,"Кызылкаин","0101000020E61000007061DD7877E7534087A3AB7477B74640","Kızılkain"
211,"Кодам-берды","0101000020E61000005D6BEF5355E553404529215855D54640","Kodam-berdı"
212,"Шолакозек","0101000020E61000000518963FDFE3534015C616821CCE4640","Şolakozek"
213,"Карагузек","0101000020E6100000F70489EDEEEE5340DFC2BAF1EECE4640","Karaguzek"
214,"Тасарык","0101000020E6100000909E2287880854400000000000C04640","Tasarık"
215,"Алмалы","0101000020E6100000740987DEE2FE53407E8AE3C0ABB94640","Almalı"
216,"Енергия","0101000020E6100000F70489EDEEFE53404529215855B54640","Energiya"
217,"Екіаша","0101000020E61000007F87A2409F0854406CD097DEFEB04640","Ekіaşa"
218,"Тас-Кудук","0101000020E6100000AE916E9571085440A713BF1880DA4640","Tas-Kuduk"
219,"Көкөзек","0101000020E6100000A9143B1A87F653400D6146C208DB4640","Köközek"
220,"Какозек","0101000020E6100000666666666606544087A3AB7477D74640","Kakozek"
221,"Жаңатоған","0101000020E61000003C2EAA4544F453404529215855D54640","JaNgatoğan"
222,"Инталы","0101000020E6100000D6C743DFDDFD53405470784144C44640","İntalı"
223,"Кунжаман","0101000020E61000006666666666065440795C548B88C84640","Kunjaman"
224,"Тесиктоган","0101000020E61000000000000000D05340AC8F87BEBBDB4640","Tesiktogan"
225,"Ойтоған","0101000020E610000079245E9ECECF5340CBD93BA3ADE24640","Oytoğan"
226,"Акозек","0101000020E61000007061DD7877B753400000000000E04640","Akozek"
227,"Кокжиде","0101000020E6100000A549CE2E84B4534015EC1A88C01C4740","Kokjide"
228,"Марья","0101000020E6100000C4D155BABBFB53400000000000004740","Marьya"
229,"Жаналык","0101000020E61000009126DE019EEB5340ABB019E082E04640","Janalık"
230,"Кыстак","0101000020E6100000909E2287880854400000000000E04640","Kıstak"
231,"Маинкум","0101000020E6100000909E228788F853400000000000E04640","Mainkum"
232,"Кумжарган","0101000020E6100000909E228788E853400000000000E04640","Kumjargan"
233,"Бирликты","0101000020E6100000A39410ACAAEA53405470784144E44640","Birliktı"
234,"Баскан","0101000020E6100000A39410ACAAEA5340BBD6DEA7AAEA4640","Baskan"
235,"Тусунук","0101000020E6100000D6C743DFDDFD5340213D450E11F14640","Tusunuk"
236,"Конджига-булак","0101000020E61000005D6BEF5355E553400000000000204740","Kondjiga-bulak"
237,"Ащи-булак","0101000020E6100000909E228788E85340213D450E11314740","Aşçi-bulak"
238,"Коктерек","0101000020E61000003C2EAA4544E45340CDCCCCCCCC0C4740","Kokterek"
239,"имени Ленина","0101000020E610000066666666660654404529215855154740","imeni Lenina"
240,"Жаланаш","0101000020E6100000F70489EDEE1E5440AC8F87BEBBBB4640","Jalanaş"
241,"Бастауши","0101000020E61000009A999999991954409A99999999B94640","Bastauşi"
242,"Тополёвка","0101000020E61000001977DE2120155440D16E9978ACB64640","Topolyovka"
243,"Садовое","0101000020E610000096EA025E6616544096EA025E66C64640","Sadovoe"
244,"Қарғалы","0101000020E61000003ECBF3E0EE1E544080BA8102EFCE4640","Karğalı"
245,"Соколовка","0101000020E6100000D6C743DFDD1D54402CD505BCCCCC4640","Sokolovka"
246,"Шынжылы","0101000020E61000002F505260013454401CD2A8C0C9D44640","Şınjılı"
247,"Ашим","0101000020E61000002C2CB81FF02954404F04711E4ED64640","Aşim"
248,"Қарағаш","0101000020E61000002A38BC20222254404529215855D54640","Karağaş"
249,"Көкжар","0101000020E61000001CCF6740BD385440AB9509BFD4D34640","Kökjar"
250,"Чимбулак","0101000020E6100000A983BC1E4C3754400C1EA67D73CB4640","Çimbulak"
251,"Ақжар","0101000020E61000006BF46A80D2115440E78FC4268DDC4640","Akjar"
252,"Карасу","0101000020E6100000C4D155BABB0B544012F6ED2422E24640","Karasu"
253,"Тастума","0101000020E610000000000000002054405470784144E44640","Tastuma"
254,"Илтай","0101000020E6100000CDCCCCCCCC0C5440DFC2BAF1EEEE4640","İltay"
255,"Чиликты","0101000020E610000000000000001054404529215855F54640","Çiliktı"
256,"Ақжар","0101000020E6100000ABD1AB014A2954402E3883BF5FE64640","Akjar"
257,"Майлышат","0101000020E610000002F1BA7EC12D54404337FB03E5E04640","Maylışat"
258,"Тендык","0101000020E6100000C4D155BABB2B544012F6ED2422024740","Tendık"
259,"Жамантеректы","0101000020E6100000909E228788285440213D450E11F14640","Jamanterektı"
260,"Кызылжар","0101000020E61000003C2EAA454424544087A3AB7477F74640","Kızıljar"
261,"Текебулак","0101000020E610000009FB76121131544087A3AB7477F74640","Tekebulak"
262,"Ескі Жанама","0101000020E610000026FC523F6F325440357D76C075194740","Eskі Janama"
263,"имени Ильича","0101000020E6100000CDCCCCCCCC2C54403333333333134740","imeni İlьiça"
264,"Изенды","0101000020E61000005D6BEF53555554400000000000004740","İzendı"
265,"Бибақан","0101000020E610000003EB387EA83E5440C558A65F22E44640","Bibakan"
266,"Қарамола","0101000020E6100000666666666656544012F6ED2422E24640","Karamola"
267,"Үшбұлақ","0101000020E6100000C11F7EFE7B535440C1012D5DC1E64640","Üşbұlak"
268,"Алакөл","0101000020E610000036DE67A6C552544093C7D3F2032D4740","Alaköl"
269,"Қаратұма","0101000020E610000011A8FE41244A5440E066F16261164740","Karatұma"
270,"имени Первого Мая","0101000020E6100000CDCCCCCCCC4C5440213D450E11114740","imeni Pervogo Maya"
271,"Ақбалық","0101000020E61000004B3ACAC16CCD53403DB665C059484740","Akbalık"
272,"Қаратас бекеті","0101000020E6100000E754320054D4534040BFEFDFBC524740","Karatas beketі"
273,"Арганаты","0101000020E6100000A39410ACAAEA53403333333333534740","Arganatı"
274,"Қарақұм","0101000020E610000029441BDBC6E35340154A703491674740","Karakұm"
275,"Жүзағаш","0101000020E6100000030BBB83B3EE53409878F64B7A8A4740","Jüzağaş"
276,"Тарлаулы","0101000020E6100000F70489EDEEEE5340DFC2BAF1EEAE4740","Tarlaulı"
277,"Акбулак","0101000020E6100000E2C80391450154409B6E7E688BB54740","Akbulak"
278,"Айғыз","0101000020E6100000D5CA845FEADE53402D0B26FE28DC4740","Ayğız"
279,"Қорайлы","0101000020E6100000EEE87FB996EA5340E1E2F2695FDC4740","Koraylı"
280,"Жарсуат","0101000020E61000005D6BEF5355355440EE0912DBDD3D4740","Jarsuat"
281,"Сағат","0101000020E61000007562C55FC93054405BC4C1EFF0584740","Sağat"
282,"Жанама","0101000020E6100000D6C743DFDD2D54400000000000804740","Janama"
283,"Уялы","0101000020E61000007061DD787757544087A3AB7477374740","Uyalı"
284,"Карамойыл","0101000020E61000001EA5129ED062544087DEE2E13D8D4740","Karamoyıl"
285,"Джаксы Джартасский","0101000020E6100000333333333323544012F6ED2422A24740","Djaksı Djartasskiy"
286,"Ай","0101000020E61000003E1416269D345440349D9D0C8EC74740","Ay"
287,"Сегізбай","0101000020E6100000952C27A1F44954401669E21DE0A34740","Segіzbay"
288,"Қарабұйрат","0101000020E61000001C9D4E0D0F4C54400B372A81DEAB4740","Karabұyrat"
289,"Лбузунский","0101000020E6100000909E228788485440CDCCCCCCCCAC4740","Lbuzunskiy"
290,"Некрасовка","0101000020E6100000BA2B60A7FD595440D019074D019F4740","Nekrasovka"
291,"Благодатное","0101000020E6100000D3B6065B915454406B67F393C5A14740","Blagodatnoe"
292,"Барқытбел","0101000020E6100000AB459FEAEB605440E58E482586984740","Barkıtbel"
293,"Ортаарал","0101000020E61000005AE0E12CDB575440A56208A5D4D64740","Ortaaral"
294,"имени Молотова","0101000020E61000009A99999999595440DFC2BAF1EECE4740","imeni Molotova"
295,"Ыргайты","0101000020E6100000909E2287887854409A99999999D94640","Irgaytı"
296,"Жалаңашкөл стансасы","0101000020E61000005281EE26538B54409CFA40F2CECB4640","JalaNgaşköl stansası"
297,"Токты","0101000020E6100000CDCCCCCCCC8C54404529215855B54640","Toktı"
298,"Жуланды","0101000020E6100000B38817FA16855440507E41C17B024740","Julandı"
299,"Көктұма Стансасы","0101000020E61000002C4A09C1AA6D5440A0353FFED2E84640","Köktұma Stansası"
300,"Қызылағаш","0101000020E61000007061DD78776754403333333333F34640","Kızılağaş"
301,"План Революции","0101000020E61000007061DD7877875440EE0912DBDDFD4640","Plan Revolyutsii"
302,"Жанабирлик","0101000020E61000005D6BEF53557554406666666666464740","Janabirlik"
303,"Қаратал","0101000020E610000066666666668654400000000000604740","Karatal"
304,"Баракпай","0101000020E610000009FB7612117154404529215855754740","Barakpay"
305,"Тегышшелдык","0101000020E6100000C4D155BABB6B54409A99999999794740","Tegışşeldık"
306,"Малақ","0101000020E6100000C481EBE5526E54407C4E3052DE814740","Malak"
307,"Қызылбұлақ","0101000020E6100000F7240BF3F98F5440509CED1BA9824740","Kızılbұlak"
308,"имени Карла Маркса","0101000020E6100000F70489EDEE7E54406666666666864740","imeni Karla Marksa"
309,"Жанатурмыс","0101000020E6100000D6C743DFDD7D5440795C548B88884740","Janaturmıs"
